anchor_id	anchor_type	start	end	label
A0001	sentence	0	446	sentence
A0002	sentence	447	600	sentence
A0003	sentence	601	1077	sentence
A0004	sentence	1078	1291	sentence
A0005	sentence	1292	1689	sentence
A0006	sentence	1690	1919	sentence
A0007	sentence	1920	1935	sentence
A0008	sentence	1936	2514	sentence
A0009	sentence	2515	2537	sentence
A0010	sentence	2538	2793	sentence
A0011	sentence	2794	2936	sentence
A0012	sentence	2937	3166	sentence
A0013	sentence	3167	3390	sentence
A0014	sentence	3391	3717	sentence
A0015	sentence	3718	3926	sentence
A0016	sentence	3927	3945	sentence
A0017	sentence	3946	4351	sentence
A0018	sentence	4352	4529	sentence
A0019	sentence	4530	4542	sentence
A0020	sentence	4543	5146	sentence
A0021	sentence	5147	5189	sentence
A0022	sentence	5190	6155	sentence
A0023	sentence	6156	6289	sentence
A0024	sentence	6290	6446	sentence
A0025	sentence	6447	6891	sentence
A0026	sentence	6892	7042	sentence
A0027	sentence	7043	8451	sentence
A0028	sentence	8452	8525	sentence
A0029	sentence	8526	8921	sentence
A0030	sentence	8922	9053	sentence
A0031	sentence	9054	9487	sentence
A0032	sentence	9488	9670	sentence
A0033	sentence	9671	9821	sentence
A0034	sentence	9822	11190	sentence
A0035	sentence	11191	11264	sentence
A0036	sentence	11265	11574	sentence
A0037	sentence	11575	11715	sentence
A0038	sentence	11716	11998	sentence
A0039	sentence	11999	14170	sentence
A0040	sentence	14171	14448	sentence
A0041	sentence	14449	14488	sentence
A0042	sentence	14489	14581	sentence
A0043	sentence	14582	15110	sentence
A0044	sentence	15111	17417	sentence
A0045	sentence	17418	18278	sentence
A0046	sentence	18279	19095	sentence
A0047	sentence	19096	19366	sentence
A0048	sentence	19367	19937	sentence
A0049	sentence	19938	20400	sentence
A0050	sentence	20401	20647	sentence
A0051	sentence	20648	20943	sentence
A0052	sentence	20944	21150	sentence
A0053	sentence	21151	21477	sentence
A0054	sentence	21478	22031	sentence
A0055	sentence	22032	22228	sentence
A0056	sentence	22229	22604	sentence
A0057	sentence	22605	23055	sentence
A0058	sentence	23056	23499	sentence
A0059	sentence	23500	23781	sentence
A0060	sentence	23782	24127	sentence
A0061	sentence	24128	24251	sentence
A0062	sentence	24252	24527	sentence
A0063	sentence	24528	24762	sentence
A0064	sentence	24763	24939	sentence
A0065	sentence	24940	25658	sentence
A0066	sentence	25659	25824	sentence
A0067	sentence	25825	26496	sentence
A0068	sentence	26497	26805	sentence
A0069	sentence	26806	26824	sentence
A0070	sentence	26825	27138	sentence
A0071	sentence	27139	27551	sentence
A0072	sentence	27552	27650	sentence
A0073	sentence	27651	27811	sentence
A0074	sentence	27812	27842	sentence
A0075	sentence	27843	28345	sentence
A0076	sentence	28346	28456	sentence
A0077	sentence	28457	28722	sentence
A0078	sentence	28723	28862	sentence
A0079	sentence	28863	29582	sentence
A0080	sentence	29583	29749	sentence
A0081	sentence	29750	29897	sentence
A0082	sentence	29898	30127	sentence
A0083	sentence	30128	30393	sentence
A0084	sentence	30394	30408	sentence
A0085	sentence	30409	30632	sentence
A0086	sentence	30633	30832	sentence
A0087	sentence	30833	31035	sentence
A0088	sentence	31036	31176	sentence
A0089	sentence	31177	31305	sentence
A0090	sentence	31306	31608	sentence
A0091	sentence	31609	31775	sentence
A0092	sentence	31776	32235	sentence
A0093	sentence	32236	32432	sentence
A0094	sentence	32433	32920	sentence
A0095	sentence	32922	33175	sentence
A0096	sentence	33177	33511	sentence
A0097	sentence	33512	34312	sentence
A0098	sentence	34313	34826	sentence
A0099	sentence	34827	35573	sentence
A0100	sentence	35574	36013	sentence
A0101	sentence	36014	36099	sentence
A0102	sentence	36101	36202	sentence
